movement_id,voucher_no,voucher_date,movement_type,account_id,label_no,quantity,gross_weight,net_weight,stone_weight,fine_weight,purity,location_to,value,gold_rate_used,created_at,huid,item_name,category,purity_item,gross_weight_item,net_weight_item,stone_weight_item,fine_weight_item,pieces,design_code,certificate_no,supplier_id,location,slab_id,created_at_item,account_name,account_type,credit_terms,contact,slab_label,product_category,store,item_label_no,item_huid,item_item_name,item_category,item_purity,item_gross_weight,item_net_weight,item_stone_weight,item_fine_weight,item_pieces,item_design_code,item_certificate_no,item_supplier_id,item_location,item_slab_id,item_created_at,acct_account_id,customer_name,customer_type,customer_credit_terms,customer_contact
449,STORE_3_V10448,2025-10-02,SALE,113,LBL00181,,14.907,14.677,0.036,11.008,750,,64284.97,5394.31,2025-10-02,,,NECKLACE,,,,,,,,,,,19,,,,,,5–15 GM,,STORE_3,LBL00181,H426503,NECKLACE LBL00181,NECKLACE,750.0,14.229,14.115,0.018,10.586,1.0,DES6549,,5017.0,MAIN_STORE,11.0,2025-11-24 11:50:05.353135,113.0,Customer_113,Customer,Net 30,+917626285594
450,STORE_3_V10449,2025-10-02,SALE,8,LBL00237,,29.231,28.75,0.0,21.562,750,,122821.33,5423.86,2025-10-02,,,BRACELET,,,,,,,,,,,20,,,,,,15–30 GM,,STORE_3,LBL00237,H321476,BRACELET LBL00237,BRACELET,750.0,27.796,27.393,0.092,20.544,1.0,DES3841,,5015.0,MAIN_STORE,20.0,2025-11-24 11:50:05.489589,8.0,Customer_8,Customer,Net 0,+917434758564
451,STORE_3_V10450,2025-10-03,SALE,11,LBL00166,,23.397,22.906,0.032,20.982,916,,123388.24,5554.05,2025-10-03,,,CHAIN,,,,,,,,,,,20,,,,,,15–30 GM,,STORE_3,LBL00166,H104309,CHAIN LBL00166,CHAIN,916.0,21.98,21.44,0.01,19.64,1.0,DES6095,,5001.0,MAIN_STORE,4.0,2025-11-24 11:50:05.310123,11.0,Customer_11,Customer,Net 0,+917829441721
452,STORE_3_V10451,2025-10-03,SALE,21,LBL00224,,67.59,67.017,0.09,50.263,750,,301700.96,5845.33,2025-10-03,,,NECKLACE,,,,,,,,,,,9,,,,,,10+ GM,,STORE_3,LBL00224,H745474,NECKLACE LBL00224,NECKLACE,750.0,68.17,67.833,0.008,50.875,1.0,DES8326,,5006.0,MAIN_STORE,13.0,2025-11-24 11:50:05.458945,21.0,Customer_21,Customer,Net 0,+917774797220
453,STORE_3_V10452,2025-10-03,SALE,83,LBL00039,,1.364,1.013,0.075,0.928,916,,6569.09,5699.77,2025-10-03,,,PENDANT,,,,,,,,,,,1,,,,,,0–5 GM,,STORE_3,LBL00039,H564523,PENDANT LBL00039,PENDANT,916.0,1.482,1.099,0.0,1.007,1.0,DES5485,,5004.0,MAIN_STORE,10.0,2025-11-24 11:50:04.972303,83.0,Customer_83,Customer,Net 0,+917953850512
454,STORE_3_V10453,2025-10-03,SALE,62,LBL00051,,5.35,5.176,0.019,4.741,916,,28195.6,5662.64,2025-10-03,,,PENDANT,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_3,LBL00051,H528436,PENDANT LBL00051,PENDANT,916.0,5.472,5.14,0.041,4.708,1.0,DES1245,,5008.0,MAIN_STORE,10.0,2025-11-24 11:50:05.001363,62.0,Customer_62,Customer,Net 0,+919556498528
455,STORE_3_V10454,2025-10-03,SALE,74,LBL00002,,7.136,6.881,0.004,5.161,750,,31625.12,5716.04,2025-10-03,,,RING,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_3,LBL00002,H711324,RING LBL00002,RING,750.0,6.59,6.146,0.094,4.609,1.0,DES9631,,5001.0,MAIN_STORE,8.0,2025-11-24 11:50:04.881920,74.0,Customer_74,Customer,Net 0,+918371454094
456,STORE_3_V10455,2025-10-03,SALE,15,LBL00156,,47.138,47.042,0.0,27.52,585,,163182.6,5748.21,2025-10-03,,,NECKLACE,,,,,,,,,,,9,,,,,,10+ GM,,STORE_3,LBL00156,H915572,NECKLACE LBL00156,NECKLACE,585.0,49.968,49.776,0.197,29.119,1.0,DES4311,,5002.0,MAIN_STORE,13.0,2025-11-24 11:50:05.284883,15.0,Customer_15,Customer,Net 30,+919397199956
457,STORE_3_V10456,2025-10-03,SALE,16,LBL00041,,8.319,7.798,0.021,7.143,916,,42879.33,5763.15,2025-10-03,,,RING,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_3,LBL00041,H237935,RING LBL00041,RING,916.0,8.837,8.59,0.038,7.869,1.0,DES4026,,5000.0,MAIN_STORE,8.0,2025-11-24 11:50:04.976541,16.0,Customer_16,Customer,Net 15,+917453179940
458,STORE_3_V10457,2025-10-03,SALE,78,LBL00030,,9.374,8.909,0.0,5.212,585,,29531.11,5498.55,2025-10-03,,,PENDANT,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_3,LBL00030,H784167,PENDANT LBL00030,PENDANT,585.0,8.768,8.607,0.085,5.035,1.0,DES3270,,5018.0,MAIN_STORE,10.0,2025-11-24 11:50:04.951289,78.0,Customer_78,Customer,Net 0,+917657978181
459,STORE_3_V10458,2025-10-03,SALE,24,LBL00234,,28.015,27.98,0.072,16.368,585,,100204.17,5544.24,2025-10-03,,,CHAIN,,,,,,,,,,,20,,,,,,15–30 GM,,STORE_3,LBL00234,H552686,CHAIN LBL00234,CHAIN,585.0,28.417,28.026,0.014,16.396,1.0,DES7459,,5010.0,MAIN_STORE,4.0,2025-11-24 11:50:05.481676,24.0,Customer_24,Customer,Net 30,+917679362694
460,STORE_3_V10459,2025-10-04,SALE,57,LBL00195,,55.773,55.213,0.0,41.41,750,,248352.81,5758.94,2025-10-04,,,CHAIN,,,,,,,,,,,9,,,,,,10+ GM,,STORE_3,LBL00195,H511122,CHAIN LBL00195,CHAIN,750.0,57.536,57.337,0.0,43.003,1.0,DES4004,,5010.0,MAIN_STORE,5.0,2025-11-24 11:50:05.386187,57.0,Customer_57,Customer,Net 30,+917331578205
461,STORE_3_V10460,2025-10-04,SALE,74,LBL00076,,11.28,11.156,0.017,10.219,916,,62497.47,5608.35,2025-10-04,,,PENDANT,,,,,,,,,,,19,,,,,,5–15 GM,,STORE_3,LBL00076,H194560,PENDANT LBL00076,PENDANT,916.0,11.851,11.306,0.024,10.356,1.0,DES5097,,5010.0,MAIN_STORE,11.0,2025-11-24 11:50:05.074970,74.0,Customer_74,Customer,Net 0,+918371454094
462,STORE_3_V10461,2025-10-04,SALE,84,LBL00117,,2.126,1.599,0.016,1.199,750,,7206.34,5299.1,2025-10-04,,,RING,,,,,,,,,,,1,,,,,,0–5 GM,,STORE_3,LBL00117,H607157,RING LBL00117,RING,750.0,2.156,2.123,0.0,1.592,1.0,DES5705,,5013.0,MAIN_STORE,7.0,2025-11-24 11:50:05.187422,84.0,Customer_84,Customer,Net 15,+918244608630
463,STORE_3_V10462,2025-10-04,SALE,23,LBL00073,,6.269,6.2,0.0,3.627,585,,21612.46,5624.25,2025-10-04,,,BRACELET,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_3,LBL00073,H512160,BRACELET LBL00073,BRACELET,585.0,7.021,6.623,0.05,3.875,1.0,DES7775,,5010.0,MAIN_STORE,19.0,2025-11-24 11:50:05.062887,23.0,Customer_23,Customer,Net 30,+918449606729
464,STORE_3_V10463,2025-10-04,SALE,18,LBL00135,,11.22,10.666,0.0,9.77,916,,55114.64,5458.55,2025-10-04,,,PENDANT,,,,,,,,,,,19,,,,,,5–15 GM,,STORE_3,LBL00135,H303440,PENDANT LBL00135,PENDANT,916.0,11.01,10.61,0.082,9.718,1.0,DES6415,,5010.0,MAIN_STORE,11.0,2025-11-24 11:50:05.230497,18.0,Customer_18,Customer,Net 15,+919896923497
465,STORE_3_V10464,2025-10-04,SALE,37,LBL00153,,59.422,59.19,0.0,54.218,916,,333793.65,5647.85,2025-10-04,,,CHAIN,,,,,,,,,,,9,,,,,,10+ GM,,STORE_3,LBL00153,H573858,CHAIN LBL00153,CHAIN,916.0,60.12,59.934,0.078,54.9,1.0,DES5958,,5006.0,MAIN_STORE,5.0,2025-11-24 11:50:05.275311,37.0,Customer_37,Customer,Net 0,+917148876024
466,STORE_3_V10465,2025-10-04,SALE,45,LBL00094,,51.216,50.78,0.0,46.514,916,,272896.03,5751.23,2025-10-04,,,NECKLACE,,,,,,,,,,,9,,,,,,10+ GM,,STORE_3,LBL00094,H717466,NECKLACE LBL00094,NECKLACE,916.0,64.114,63.878,0.003,58.512,1.0,DES8794,,5014.0,MAIN_STORE,13.0,2025-11-24 11:50:05.129812,45.0,Customer_45,Customer,Net 30,+919195894317
467,STORE_3_V10466,2025-10-04,SALE,28,LBL00239,,8.763,8.331,0.06,6.248,750,,37090.15,5316.67,2025-10-04,,,PENDANT,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_3,LBL00239,H503277,PENDANT LBL00239,PENDANT,750.0,9.281,8.844,0.0,6.633,1.0,DES6902,,5013.0,MAIN_STORE,10.0,2025-11-24 11:50:05.493680,28.0,Customer_28,Customer,Net 15,+918596523152
468,STORE_3_V10467,2025-10-04,SALE,106,LBL00128,,4.198,4.178,0.0,3.827,916,,21963.7,5549.42,2025-10-04,,,EARRING,,,,,,,,,,,1,,,,,,0–5 GM,,STORE_3,LBL00128,H687638,EARRING LBL00128,EARRING,916.0,4.763,4.452,0.012,4.078,1.0,DES4478,,5000.0,MAIN_STORE,15.0,2025-11-24 11:50:05.212443,106.0,Customer_106,Customer,Net 15,+918568812602
469,STORE_3_V10468,2025-10-04,SALE,55,LBL00049,,6.874,6.312,0.033,3.693,585,,21786.44,5487.18,2025-10-04,,,PENDANT,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_3,LBL00049,H596864,PENDANT LBL00049,PENDANT,585.0,7.178,7.028,0.112,4.111,1.0,DES3253,,5005.0,MAIN_STORE,10.0,2025-11-24 11:50:04.996299,55.0,Customer_55,Customer,Net 30,+918717120387
470,STORE_3_V10469,2025-10-04,SALE,17,LBL00237,,27.257,27.122,0.0,20.341,750,,117493.15,5278.59,2025-10-04,,,BRACELET,,,,,,,,,,,20,,,,,,15–30 GM,,STORE_3,LBL00237,H321476,BRACELET LBL00237,BRACELET,750.0,27.796,27.393,0.092,20.544,1.0,DES3841,,5015.0,MAIN_STORE,20.0,2025-11-24 11:50:05.489589,17.0,Customer_17,Customer,Net 30,+919476322069
471,STORE_3_V10470,2025-10-05,SALE,19,LBL00007,,3.506,2.912,0.0,2.667,916,,15154.39,5483.7,2025-10-05,,,PENDANT,,,,,,,,,,,1,,,,,,0–5 GM,,STORE_3,LBL00007,H507523,PENDANT LBL00007,PENDANT,916.0,4.247,4.175,0.046,3.824,1.0,DES5445,,5011.0,MAIN_STORE,10.0,2025-11-24 11:50:04.895925,19.0,Customer_19,Customer,Net 15,+919857194152
472,STORE_3_V10471,2025-10-05,SALE,72,LBL00060,,17.115,16.813,0.0,9.836,585,,59334.69,5667.89,2025-10-05,,,CHAIN,,,,,,,,,,,11,,,,,,10–20 GM,,STORE_3,LBL00060,H772550,CHAIN LBL00060,CHAIN,585.0,17.535,17.416,0.03,10.188,1.0,DES1630,,5016.0,MAIN_STORE,3.0,2025-11-24 11:50:05.023759,72.0,Customer_72,Customer,Net 15,+917232477787
473,STORE_3_V10472,2025-10-05,SALE,11,LBL00185,,39.59,39.326,0.002,36.023,916,,200464.65,5388.16,2025-10-05,,,CHAIN,,,,,,,,,,,12,,,,,,20–40 GM,,STORE_3,LBL00185,H190302,CHAIN LBL00185,CHAIN,916.0,42.848,42.427,0.017,38.864,1.0,DES7987,,5012.0,MAIN_STORE,4.0,2025-11-24 11:50:05.362579,11.0,Customer_11,Customer,Net 0,+917829441721
474,STORE_3_V10473,2025-10-05,SALE,68,LBL00073,,6.72,6.326,0.0,3.701,585,,22159.7,5411.66,2025-10-05,,,BRACELET,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_3,LBL00073,H512160,BRACELET LBL00073,BRACELET,585.0,7.021,6.623,0.05,3.875,1.0,DES7775,,5010.0,MAIN_STORE,19.0,2025-11-24 11:50:05.062887,68.0,Customer_68,Customer,Net 15,+917517717617
475,STORE_3_V10474,2025-10-06,SALE,90,LBL00057,,10.189,9.76,0.001,5.71,585,,30741.36,5266.93,2025-10-06,,,PENDANT,,,,,,,,,,,19,,,,,,5–15 GM,,STORE_3,LBL00057,H913920,PENDANT LBL00057,PENDANT,585.0,9.726,9.45,0.019,5.528,1.0,DES1685,,5019.0,MAIN_STORE,10.0,2025-11-24 11:50:05.016711,90.0,Customer_90,Customer,Net 15,+917365411459
476,STORE_3_V10475,2025-10-06,SALE,117,LBL00093,,12.556,12.012,0.028,9.009,750,,55830.73,5774.41,2025-10-06,,,EARRING,,,,,,,,,,,19,,,,,,5–15 GM,,STORE_3,LBL00093,H617437,EARRING LBL00093,EARRING,750.0,13.3,13.02,0.014,9.765,1.0,DES4897,,5006.0,MAIN_STORE,17.0,2025-11-24 11:50:05.126499,117.0,Customer_117,Customer,Net 0,+917368570209
477,STORE_3_V10476,2025-10-07,SALE,101,LBL00229,,35.856,35.664,0.0,32.668,916,,202522.84,5646.94,2025-10-07,,,BANGLE,,,,,,,,,,,12,,,,,,20–40 GM,,STORE_3,LBL00229,H635218,BANGLE LBL00229,BANGLE,916.0,38.782,38.325,0.019,35.106,1.0,DES7622,,5004.0,MAIN_STORE,21.0,2025-11-24 11:50:05.470414,101.0,Customer_101,Customer,Net 0,+918143565474
478,STORE_3_V10477,2025-10-07,SALE,48,LBL00090,,30.749,30.571,0.0,28.003,916,,167110.95,5404.67,2025-10-07,,,BANGLE,,,,,,,,,,,12,,,,,,20–40 GM,,STORE_3,LBL00090,H752801,BANGLE LBL00090,BANGLE,916.0,32.247,31.72,0.062,29.056,1.0,DES5146,,5000.0,MAIN_STORE,21.0,2025-11-24 11:50:05.116952,48.0,Customer_48,Customer,Net 0,+917162076186
479,STORE_3_V10478,2025-10-07,SALE,108,LBL00036,,30.348,29.86,0.022,27.352,916,,156358.8,5304.05,2025-10-07,,,CHAIN,,,,,,,,,,,12,,,,,,20–40 GM,,STORE_3,LBL00036,H293079,CHAIN LBL00036,CHAIN,916.0,31.068,31.051,0.016,28.443,1.0,DES6203,,5004.0,MAIN_STORE,4.0,2025-11-24 11:50:04.965657,108.0,Customer_108,Customer,Net 15,+918479723230
480,STORE_3_V10479,2025-10-07,SALE,16,LBL00197,,43.923,43.443,0.012,39.794,916,,235511.84,5373.16,2025-10-07,,,CHAIN,,,,,,,,,,,9,,,,,,10+ GM,,STORE_3,LBL00197,H611187,CHAIN LBL00197,CHAIN,916.0,38.791,38.776,0.0,35.519,1.0,DES1495,,5002.0,MAIN_STORE,4.0,2025-11-24 11:50:05.391361,16.0,Customer_16,Customer,Net 15,+917453179940
481,STORE_3_V10480,2025-10-07,SALE,102,LBL00189,,10.072,9.819,0.0,8.994,916,,54331.77,5510.03,2025-10-07,,,EARRING,,,,,,,,,,,19,,,,,,5–15 GM,,STORE_3,LBL00189,H182361,EARRING LBL00189,EARRING,916.0,9.076,8.68,0.0,7.951,1.0,DES8629,,5018.0,MAIN_STORE,16.0,2025-11-24 11:50:05.372161,102.0,Customer_102,Customer,Net 15,+918389042400
482,STORE_3_V10481,2025-10-07,SALE,63,LBL00024,,23.092,22.986,0.004,21.055,916,,113548.04,5234.39,2025-10-07,,,BRACELET,,,,,,,,,,,20,,,,,,15–30 GM,,STORE_3,LBL00024,H458388,BRACELET LBL00024,BRACELET,916.0,25.175,24.997,0.05,22.897,1.0,DES7436,,5004.0,MAIN_STORE,20.0,2025-11-24 11:50:04.937538,63.0,Customer_63,Customer,Net 30,+918290179211
483,STORE_3_V10482,2025-10-07,SALE,86,LBL00187,,28.052,27.826,0.0,25.489,916,,146036.32,5246.79,2025-10-07,,,CHAIN,,,,,,,,,,,20,,,,,,15–30 GM,,STORE_3,LBL00187,H472899,CHAIN LBL00187,CHAIN,916.0,27.536,27.339,0.018,25.042,1.0,DES6119,,5010.0,MAIN_STORE,4.0,2025-11-24 11:50:05.367511,86.0,Customer_86,Customer,Net 0,+918443831341
484,STORE_3_V10483,2025-10-07,SALE,44,LBL00250,,23.802,23.376,0.004,21.412,916,,127002.91,5588.48,2025-10-07,,,CHAIN,,,,,,,,,,,20,,,,,,15–30 GM,,STORE_3,LBL00250,H545405,CHAIN LBL00250,CHAIN,916.0,23.412,22.944,0.054,21.016,1.0,DES1121,,5018.0,MAIN_STORE,4.0,2025-11-24 11:50:05.521337,44.0,Customer_44,Customer,Net 30,+918185226852
485,STORE_3_V10484,2025-10-07,SALE,32,LBL00027,,7.811,7.769,0.0,7.116,916,,46375.89,5917.67,2025-10-07,,,PENDANT,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_3,LBL00027,H352036,PENDANT LBL00027,PENDANT,916.0,8.479,8.161,0.132,7.475,1.0,DES3502,,5013.0,MAIN_STORE,10.0,2025-11-24 11:50:04.944800,32.0,Customer_32,Customer,Net 30,+919343446878
486,STORE_3_V10485,2025-10-08,SALE,68,LBL00093,,13.769,13.196,0.015,9.897,750,,59756.77,5797.73,2025-10-08,,,EARRING,,,,,,,,,,,19,,,,,,5–15 GM,,STORE_3,LBL00093,H617437,EARRING LBL00093,EARRING,750.0,13.3,13.02,0.014,9.765,1.0,DES4897,,5006.0,MAIN_STORE,17.0,2025-11-24 11:50:05.126499,68.0,Customer_68,Customer,Net 15,+917517717617
487,STORE_3_V10486,2025-10-08,SALE,26,LBL00181,,15.806,15.781,0.044,11.836,750,,72320.58,5474.49,2025-10-08,,,NECKLACE,,,,,,,,,,,11,,,,,,10–20 GM,,STORE_3,LBL00181,H426503,NECKLACE LBL00181,NECKLACE,750.0,14.229,14.115,0.018,10.586,1.0,DES6549,,5017.0,MAIN_STORE,11.0,2025-11-24 11:50:05.353135,26.0,Customer_26,Customer,Net 15,+918513220374
488,STORE_3_V10487,2025-10-08,SALE,46,LBL00174,,36.402,36.128,0.03,33.093,916,,192571.28,5579.76,2025-10-08,,,NECKLACE,,,,,,,,,,,12,,,,,,20–40 GM,,STORE_3,LBL00174,H385898,NECKLACE LBL00174,NECKLACE,916.0,38.876,38.611,0.019,35.368,1.0,DES3446,,5005.0,MAIN_STORE,12.0,2025-11-24 11:50:05.336172,46.0,Customer_46,Customer,Net 30,+919451001264
489,STORE_3_V10488,2025-10-08,SALE,1,LBL00144,,7.063,6.856,0.0,6.28,916,,36900.79,5336.96,2025-10-08,,,EARRING,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_3,LBL00144,H705445,EARRING LBL00144,EARRING,916.0,7.59,7.249,0.013,6.64,1.0,DES6434,,5011.0,MAIN_STORE,16.0,2025-11-24 11:50:05.252149,1.0,Customer_1,Customer,Net 30,+918786505393
490,STORE_3_V10489,2025-10-08,SALE,57,LBL00241,,64.732,64.178,0.044,37.544,585,,215806.81,5537.32,2025-10-08,,,NECKLACE,,,,,,,,,,,9,,,,,,10+ GM,,STORE_3,LBL00241,H240800,NECKLACE LBL00241,NECKLACE,585.0,60.793,60.51,0.002,35.398,1.0,DES1190,,5002.0,MAIN_STORE,13.0,2025-11-24 11:50:05.499098,57.0,Customer_57,Customer,Net 30,+917331578205
491,STORE_3_V10490,2025-10-08,SALE,75,LBL00091,,9.94,9.892,0.0,5.787,585,,35367.71,5725.13,2025-10-08,,,RING,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_3,LBL00091,H580921,RING LBL00091,RING,585.0,9.31,8.711,0.013,5.096,1.0,DES9153,,5015.0,MAIN_STORE,8.0,2025-11-24 11:50:05.120194,75.0,Customer_75,Customer,Net 30,+919426282426
492,STORE_3_V10491,2025-10-08,SALE,8,LBL00009,,15.183,14.595,0.021,13.369,916,,79375.51,5296.62,2025-10-08,,,BANGLE,,,,,,,,,,,11,,,,,,10–20 GM,,STORE_3,LBL00009,H780956,BANGLE LBL00009,BANGLE,916.0,15.392,14.974,0.028,13.716,1.0,DES7332,,5007.0,MAIN_STORE,20.0,2025-11-24 11:50:04.900958,8.0,Customer_8,Customer,Net 0,+917434758564
493,STORE_3_V10492,2025-10-09,SALE,9,LBL00194,,3.471,2.992,0.0,2.741,916,,16292.8,5572.24,2025-10-09,,,RING,,,,,,,,,,,1,,,,,,0–5 GM,,STORE_3,LBL00194,H746910,RING LBL00194,RING,916.0,3.402,3.05,0.121,2.794,1.0,DES5227,,5011.0,MAIN_STORE,7.0,2025-11-24 11:50:05.383699,9.0,Customer_9,Customer,Net 30,+917992214765
494,STORE_3_V10493,2025-10-09,SALE,33,LBL00234,,28.756,28.724,0.012,16.804,585,,105283.64,5613.87,2025-10-09,,,CHAIN,,,,,,,,,,,20,,,,,,15–30 GM,,STORE_3,LBL00234,H552686,CHAIN LBL00234,CHAIN,585.0,28.417,28.026,0.014,16.396,1.0,DES7459,,5010.0,MAIN_STORE,4.0,2025-11-24 11:50:05.481676,33.0,Customer_33,Customer,Net 0,+918610883633
495,STORE_3_V10494,2025-10-10,SALE,92,LBL00211,,4.31,3.968,0.011,3.635,916,,21695.78,5450.26,2025-10-10,,,EARRING,,,,,,,,,,,1,,,,,,0–5 GM,,STORE_3,LBL00211,H827851,EARRING LBL00211,EARRING,916.0,4.678,4.273,0.266,3.914,1.0,DES4869,,5005.0,MAIN_STORE,15.0,2025-11-24 11:50:05.427324,92.0,Customer_92,Customer,Net 15,+919997331061
496,STORE_3_V10495,2025-10-10,SALE,9,LBL00182,,1.455,1.258,0.0,1.152,916,,6979.85,5661.55,2025-10-10,,,EARRING,,,,,,,,,,,1,,,,,,0–5 GM,,STORE_3,LBL00182,H565198,EARRING LBL00182,EARRING,916.0,1.403,1.345,0.023,1.232,1.0,DES1831,,5004.0,MAIN_STORE,14.0,2025-11-24 11:50:05.355467,9.0,Customer_9,Customer,Net 30,+917992214765
497,STORE_3_V10496,2025-10-10,SALE,76,LBL00207,,35.651,35.465,0.082,32.486,916,,203937.46,5889.42,2025-10-10,,,BRACELET,,,,,,,,,,,12,,,,,,20–40 GM,,STORE_3,LBL00207,H266744,BRACELET LBL00207,BRACELET,916.0,33.383,33.291,0.02,30.495,1.0,DES8903,,5012.0,MAIN_STORE,21.0,2025-11-24 11:50:05.417260,76.0,Customer_76,Customer,Net 0,+918403731150
498,STORE_3_V10497,2025-10-11,SALE,82,LBL00127,,9.596,9.454,0.0,8.66,916,,53232.45,5647.08,2025-10-11,,,BRACELET,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_3,LBL00127,H147702,BRACELET LBL00127,BRACELET,916.0,9.618,9.395,0.017,8.606,1.0,DES6468,,5011.0,MAIN_STORE,19.0,2025-11-24 11:50:05.210039,82.0,Customer_82,Customer,Net 30,+919167796058
499,STORE_3_V10498,2025-10-11,SALE,54,LBL00209,,21.702,21.466,0.075,19.663,916,,116842.25,5297.97,2025-10-11,,,BANGLE,,,,,,,,,,,20,,,,,,15–30 GM,,STORE_3,LBL00209,H953452,BANGLE LBL00209,BANGLE,916.0,21.783,21.348,0.0,19.555,1.0,DES8063,,5013.0,MAIN_STORE,20.0,2025-11-24 11:50:05.422322,54.0,Customer_54,Customer,Net 15,+917394729488
500,STORE_3_V10499,2025-10-11,SALE,13,LBL00245,,5.455,5.357,0.014,4.907,916,,27776.25,5260.11,2025-10-11,,,RING,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_3,LBL00245,H773440,RING LBL00245,RING,916.0,6.796,6.501,0.122,5.955,1.0,DES7813,,5014.0,MAIN_STORE,8.0,2025-11-24 11:50:05.508729,13.0,Customer_13,Customer,Net 0,+919448250186
501,STORE_3_V10500,2025-10-11,SALE,32,LBL00069,,9.278,9.13,0.0,6.848,750,,39478.25,5537.38,2025-10-11,,,EARRING,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_3,LBL00069,H408721,EARRING LBL00069,EARRING,750.0,9.006,8.692,0.091,6.519,1.0,DES1893,,5016.0,MAIN_STORE,16.0,2025-11-24 11:50:05.051106,32.0,Customer_32,Customer,Net 30,+919343446878
502,STORE_3_V10501,2025-10-11,SALE,66,LBL00177,,9.193,8.788,0.029,8.05,916,,47191.35,5631.45,2025-10-11,,,PENDANT,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_3,LBL00177,H316612,PENDANT LBL00177,PENDANT,916.0,8.608,8.569,0.021,7.849,1.0,DES9888,,5011.0,MAIN_STORE,10.0,2025-11-24 11:50:05.343785,66.0,Customer_66,Customer,Net 0,+918436192596
503,STORE_3_V10502,2025-10-11,SALE,58,LBL00157,,16.437,15.951,0.0,11.963,750,,72866.55,5876.42,2025-10-11,,,BRACELET,,,,,,,,,,,11,,,,,,10–20 GM,,STORE_3,LBL00157,H565330,BRACELET LBL00157,BRACELET,750.0,16.886,16.756,0.053,12.567,1.0,DES9290,,5000.0,MAIN_STORE,20.0,2025-11-24 11:50:05.287367,58.0,Customer_58,Customer,Net 30,+918394541743
504,STORE_3_V10503,2025-10-11,SALE,109,LBL00111,,72.085,71.492,0.0,65.487,916,,390099.06,5559.1,2025-10-11,,,NECKLACE,,,,,,,,,,,9,,,,,,10+ GM,,STORE_3,LBL00111,H168079,NECKLACE LBL00111,NECKLACE,916.0,60.386,60.3,0.07,55.235,1.0,DES5797,,5015.0,MAIN_STORE,13.0,2025-11-24 11:50:05.173062,109.0,Customer_109,Customer,Net 30,+919814963909
505,STORE_3_V10504,2025-10-11,SALE,116,LBL00210,,9.695,9.366,0.0,5.479,585,,33384.59,5518.68,2025-10-11,,,PENDANT,,,,,,,,,,,10,,,,,,0–10 GM,,STORE_3,LBL00210,H694764,PENDANT LBL00210,PENDANT,585.0,10.198,9.848,0.014,5.761,1.0,DES6606,,5017.0,MAIN_STORE,11.0,2025-11-24 11:50:05.424876,116.0,Customer_116,Customer,Net 30,+918605548088
506,STORE_3_V10505,2025-10-11,SALE,86,LBL00170,,25.694,25.295,0.002,23.17,916,,152026.66,5890.59,2025-10-11,,,BANGLE,,,,,,,,,,,20,,,,,,15–30 GM,,STORE_3,LBL00170,H705615,BANGLE LBL00170,BANGLE,916.0,24.852,24.493,0.0,22.436,1.0,DES6114,,5006.0,MAIN_STORE,20.0,2025-11-24 11:50:05.320680,86.0,Customer_86,Customer,Net 0,+918443831341
507,STORE_3_V10506,2025-10-11,SALE,103,LBL00242,,40.484,40.425,0.014,30.319,750,,188384.19,5761.91,2025-10-11,,,CHAIN,,,,,,,,,,,9,,,,,,10+ GM,,STORE_3,LBL00242,H779885,CHAIN LBL00242,CHAIN,750.0,39.942,39.754,0.024,29.816,1.0,DES1257,,5004.0,MAIN_STORE,4.0,2025-11-24 11:50:05.501652,103.0,Customer_103,Customer,Net 30,+919473979489
508,STORE_3_V10507,2025-10-11,SALE,65,LBL00153,,55.868,55.336,0.045,50.688,916,,279260.68,5329.82,2025-10-11,,,CHAIN,,,,,,,,,,,9,,,,,,10+ GM,,STORE_3,LBL00153,H573858,CHAIN LBL00153,CHAIN,916.0,60.12,59.934,0.078,54.9,1.0,DES5958,,5006.0,MAIN_STORE,5.0,2025-11-24 11:50:05.275311,65.0,Customer_65,Customer,Net 15,+917337057834
509,STORE_3_V10508,2025-10-12,SALE,3,LBL00247,,10.9,10.459,0.05,9.58,916,,57479.42,5645.17,2025-10-12,,,PENDANT,,,,,,,,,,,19,,,,,,5–15 GM,,STORE_3,LBL00247,H288531,PENDANT LBL00247,PENDANT,916.0,11.125,10.77,0.02,9.864,1.0,DES8444,,5016.0,MAIN_STORE,11.0,2025-11-24 11:50:05.514087,3.0,Customer_3,Customer,Net 30,+918141669467
